,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,Target,Target_Num
1,Management Occupations,major,8909910,0.2,123370,0.3,Management Occupations,1
2,Top Executives,minor,3229990,0.4,120520,0.4,Management Occupations,1
3,Chief Executives,broad,200480,1.6,213020,0.8,Management Occupations,1
4,Chief Executives,detailed,200480,1.6,213020,0.8,Management Occupations,1
5,General and Operations Managers,broad,2984920,0.5,115250,0.4,Management Occupations,1
6,General and Operations Managers,detailed,2984920,0.5,115250,0.4,Management Occupations,1
7,Legislators,broad,44590,2.7,57110,1.8,Management Occupations,1
8,Legislators,detailed,44590,2.7,57110,1.8,Management Occupations,1
9,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,838050,0.8,145130,0.4,Management Occupations,1
10,Advertising and Promotions Managers,broad,22520,3.4,142860,1.9,Management Occupations,1
11,Advertising and Promotions Managers,detailed,22520,3.4,142860,1.9,Management Occupations,1
12,Marketing and Sales Managers,broad,732490,0.9,146600,0.4,Management Occupations,1
13,Marketing Managers,detailed,278690,1,153440,0.5,Management Occupations,1
14,Sales Managers,detailed,453800,1.2,142390,0.4,Management Occupations,1
15,Public Relations and Fundraising Managers,broad,83040,1.7,132800,0.7,Management Occupations,1
16,Public Relations Managers,detailed,59850,2.2,138000,0.9,Management Occupations,1
17,Fundraising Managers,detailed,23190,1.8,119400,0.8,Management Occupations,1
18,Operations Specialties Managers,minor,2116020,0.5,139900,0.2,Management Occupations,1
19,Administrative Services and Facilities Managers,broad,325850,0.7,109590,0.3,Management Occupations,1
20,Administrative Services Managers,detailed,224620,0.7,113030,0.4,Management Occupations,1
21,Facilities Managers,detailed,101230,1.3,101970,0.5,Management Occupations,1
22,Computer and Information Systems Managers,broad,485190,0.9,162930,0.3,Management Occupations,1
23,Computer and Information Systems Managers,detailed,485190,0.9,162930,0.3,Management Occupations,1
24,Financial Managers,broad,681070,0.6,153460,0.3,Management Occupations,1
25,Financial Managers,detailed,681070,0.6,153460,0.3,Management Occupations,1
26,Industrial Production Managers,broad,192270,0.6,117780,0.3,Management Occupations,1
27,Industrial Production Managers,detailed,192270,0.6,117780,0.3,Management Occupations,1
28,Purchasing Managers,broad,69310,0.9,134590,0.5,Management Occupations,1
29,Purchasing Managers,detailed,69310,0.9,134590,0.5,Management Occupations,1
30,"Transportation, Storage, and Distribution Managers",broad,144640,1.1,105580,0.6,Management Occupations,1
31,"Transportation, Storage, and Distribution Managers",detailed,144640,1.1,105580,0.6,Management Occupations,1
32,Compensation and Benefits Managers,broad,15330,2.5,139470,1,Management Occupations,1
33,Compensation and Benefits Managers,detailed,15330,2.5,139470,1,Management Occupations,1
34,Human Resources Managers,broad,166530,1.4,136590,0.5,Management Occupations,1
35,Human Resources Managers,detailed,166530,1.4,136590,0.5,Management Occupations,1
36,Training and Development Managers,broad,35830,1.2,128800,0.7,Management Occupations,1
37,Training and Development Managers,detailed,35830,1.2,128800,0.7,Management Occupations,1
38,Other Management Occupations,minor,2725860,0.3,107230,0.3,Management Occupations,1
39,"Farmers, Ranchers, and Other Agricultural Managers",broad,5220,5.6,78440,2,Management Occupations,1
40,"Farmers, Ranchers, and Other Agricultural Managers",detailed,5220,5.6,78440,2,Management Occupations,1
41,Construction Managers,broad,284750,1.5,108210,0.8,Management Occupations,1
42,Construction Managers,detailed,284750,1.5,108210,0.8,Management Occupations,1
43,Education and Childcare Administrators,broad,537100,0.5,99280,0.3,Management Occupations,1
44,"Education and Childcare Administrators, Preschool and Daycare",detailed,56430,2.7,53800,0.9,Management Occupations,1
45,"Education Administrators, Kindergarten through Secondary",detailed,274710,0.8,102650,0.3,Management Occupations,1
46,"Education Administrators, Postsecondary",detailed,155990,0.3,111260,0.3,Management Occupations,1
47,"Education Administrators, All Other",detailed,49970,1.7,94730,0.7,Management Occupations,1
48,Architectural and Engineering Managers,broad,187100,0.9,158970,0.3,Management Occupations,1
49,Architectural and Engineering Managers,detailed,187100,0.9,158970,0.3,Management Occupations,1
50,Food Service Managers,broad,210680,1.9,63970,1.4,Management Occupations,1
51,Food Service Managers,detailed,210680,1.9,63970,1.4,Management Occupations,1
52,Entertainment and Recreation Managers,broad,21460,2.8,76430,1.2,Management Occupations,1
53,Gambling Managers,detailed,3660,3.5,89190,1.6,Management Occupations,1
54,"Entertainment and Recreation Managers, Except Gambling",detailed,17800,3.3,73810,1.4,Management Occupations,1
55,Lodging Managers,broad,35920,2.5,67770,1.8,Management Occupations,1
56,Lodging Managers,detailed,35920,2.5,67770,1.8,Management Occupations,1
57,Medical and Health Services Managers,broad,436770,0.5,119840,0.3,Management Occupations,1
58,Medical and Health Services Managers,detailed,436770,0.5,119840,0.3,Management Occupations,1
59,Natural Sciences Managers,broad,74760,1.6,156110,0.7,Management Occupations,1
60,Natural Sciences Managers,detailed,74760,1.6,156110,0.7,Management Occupations,1
61,Postmasters and Mail Superintendents,broad,12750,0,81820,0,Management Occupations,1
62,Postmasters and Mail Superintendents,detailed,12750,0,81820,0,Management Occupations,1
63,"Property, Real Estate, and Community Association Managers",broad,234680,2.6,70030,1.4,Management Occupations,1
64,"Property, Real Estate, and Community Association Managers",detailed,234680,2.6,70030,1.4,Management Occupations,1
65,Social and Community Service Managers,broad,156400,1,76790,0.5,Management Occupations,1
66,Social and Community Service Managers,detailed,156400,1,76790,0.5,Management Occupations,1
67,Emergency Management Directors,broad,10320,1.6,84800,0.8,Management Occupations,1
68,Emergency Management Directors,detailed,10320,1.6,84800,0.8,Management Occupations,1
69,Personal Service Managers,broad,20060,6.5,74360,2.4,Management Occupations,1
70,Funeral Home Managers,detailed,12710,3.4,82900,1.8,Management Occupations,1
71,"Personal Service Managers, All Other",detailed,7350,21.3,59580,2.1,Management Occupations,1
72,Miscellaneous Managers,broad,497890,0.6,129710,0.4,Management Occupations,1
73,"Managers, All Other",detailed,497890,0.6,129710,0.4,Management Occupations,1
74,Business and Financial Operations Occupations,major,9053790,0.2,82610,0.2,Business and Financial Operations Occupations,2
75,Business Operations Specialists,minor,6152960,0.2,80380,0.3,Business and Financial Operations Occupations,2
76,"Agents and Business Managers of Artists, Performers, and Athletes",broad,12480,8.5,116410,4,Business and Financial Operations Occupations,2
77,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,12480,8.5,116410,4,Business and Financial Operations Occupations,2
78,Buyers and Purchasing Agents,broad,439020,0.6,72540,0.3,Business and Financial Operations Occupations,2
79,Buyers and Purchasing Agents,detailed,439020,0.6,72540,0.3,Business and Financial Operations Occupations,2
80,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,289580,1.3,70850,0.5,Business and Financial Operations Occupations,2
81,"Claims Adjusters, Examiners, and Investigators",detailed,278140,1.4,70960,0.5,Business and Financial Operations Occupations,2
82,"Insurance Appraisers, Auto Damage",detailed,11430,4,68180,1,Business and Financial Operations Occupations,2
83,Compliance Officers,broad,334340,1.5,75810,0.5,Business and Financial Operations Occupations,2
84,Compliance Officers,detailed,334340,1.5,75810,0.5,Business and Financial Operations Occupations,2
85,Cost Estimators,broad,208950,1.1,73740,0.5,Business and Financial Operations Occupations,2
86,Cost Estimators,detailed,208950,1.1,73740,0.5,Business and Financial Operations Occupations,2
87,Human Resources Workers,broad,805080,0.8,71210,0.4,Business and Financial Operations Occupations,2
88,Human Resources Specialists,detailed,740830,0.8,70720,0.4,Business and Financial Operations Occupations,2
89,Farm Labor Contractors,detailed,440,24.9,54400,7.2,Business and Financial Operations Occupations,2
90,Labor Relations Specialists,detailed,63810,1.6,77070,1.1,Business and Financial Operations Occupations,2
91,Logisticians and Project Management Specialists,broad,933180,0.7,94530,0.3,Business and Financial Operations Occupations,2
92,Logisticians,detailed,189320,1,79230,0.5,Business and Financial Operations Occupations,2
93,Project Management Specialists,detailed,743860,0.8,98420,0.4,Business and Financial Operations Occupations,2
94,Management Analysts,broad,768450,1,100530,0.5,Business and Financial Operations Occupations,2
95,Management Analysts,detailed,768450,1,100530,0.5,Business and Financial Operations Occupations,2
96,"Meeting, Convention, and Event Planners",broad,98150,1.9,57850,0.9,Business and Financial Operations Occupations,2
97,"Meeting, Convention, and Event Planners",detailed,98150,1.9,57850,0.9,Business and Financial Operations Occupations,2
98,Fundraisers,broad,82080,1.3,64870,0.6,Business and Financial Operations Occupations,2
99,Fundraisers,detailed,82080,1.3,64870,0.6,Business and Financial Operations Occupations,2
100,"Compensation, Benefits, and Job Analysis Specialists",broad,87750,1.6,73810,0.5,Business and Financial Operations Occupations,2
101,"Compensation, Benefits, and Job Analysis Specialists",detailed,87750,1.6,73810,0.5,Business and Financial Operations Occupations,2
102,Training and Development Specialists,broad,336030,1,67620,0.6,Business and Financial Operations Occupations,2
103,Training and Development Specialists,detailed,336030,1,67620,0.6,Business and Financial Operations Occupations,2
104,Market Research Analysts and Marketing Specialists,broad,727540,1,76080,0.4,Business and Financial Operations Occupations,2
105,Market Research Analysts and Marketing Specialists,detailed,727540,1,76080,0.4,Business and Financial Operations Occupations,2
106,Miscellaneous Business Operations Specialists,broad,1030330,0.6,79240,0.4,Business and Financial Operations Occupations,2
107,"Business Operations Specialists, All Other",detailed,1030330,0.6,79240,0.4,Business and Financial Operations Occupations,2
108,Financial Specialists,minor,2900840,0.5,87350,0.3,Business and Financial Operations Occupations,2
109,Accountants and Auditors,broad,1318550,0.6,83980,0.4,Business and Financial Operations Occupations,2
110,Accountants and Auditors,detailed,1318550,0.6,83980,0.4,Business and Financial Operations Occupations,2
111,Property Appraisers and Assessors,broad,58340,2.2,70050,1.4,Business and Financial Operations Occupations,2
112,Property Appraisers and Assessors,detailed,58340,2.2,70050,1.4,Business and Financial Operations Occupations,2
113,Budget Analysts,broad,47440,1.2,84240,0.4,Business and Financial Operations Occupations,2
114,Budget Analysts,detailed,47440,1.2,84240,0.4,Business and Financial Operations Occupations,2
115,Credit Analysts,broad,68770,1.5,88030,0.8,Business and Financial Operations Occupations,2
116,Credit Analysts,detailed,68770,1.5,88030,0.8,Business and Financial Operations Occupations,2
117,Financial Analysts and Advisors,broad,716930,0.8,106340,0.5,Business and Financial Operations Occupations,2
118,Financial and Investment Analysts,detailed,291880,1.5,103020,0.9,Business and Financial Operations Occupations,2
119,Personal Financial Advisors,detailed,263030,1.6,119960,1,Business and Financial Operations Occupations,2
120,Insurance Underwriters,detailed,107690,2.8,79940,0.9,Business and Financial Operations Occupations,2
121,Financial Risk Specialists,detailed,54320,2.1,110610,0.9,Business and Financial Operations Occupations,2
122,Financial Examiners,broad,60750,1.4,96180,0.6,Business and Financial Operations Occupations,2
123,Financial Examiners,detailed,60750,1.4,96180,0.6,Business and Financial Operations Occupations,2
124,Credit Counselors and Loan Officers,broad,371400,1.1,78040,0.8,Business and Financial Operations Occupations,2
125,Credit Counselors,detailed,31230,3.6,50430,1,Business and Financial Operations Occupations,2
126,Loan Officers,detailed,340170,1.1,80570,0.8,Business and Financial Operations Occupations,2
127,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,135460,1.8,55750,0.8,Business and Financial Operations Occupations,2
128,"Tax Examiners and Collectors, and Revenue Agents",detailed,52270,0.8,63200,0.3,Business and Financial Operations Occupations,2
129,Tax Preparers,detailed,83190,2.8,51080,1.4,Business and Financial Operations Occupations,2
130,Miscellaneous Financial Specialists,broad,123200,1.8,80370,1.5,Business and Financial Operations Occupations,2
131,"Financial Specialists, All Other",detailed,123200,1.8,80370,1.5,Business and Financial Operations Occupations,2
132,Computer and Mathematical Occupations,major,4654750,0.4,99860,0.3,Computer and Mathematical Occupations,3
133,Computer Occupations,minor,4389910,0.4,99620,0.3,Computer and Mathematical Occupations,3
134,Computer and Information Analysts,broad,662370,0.9,104840,0.4,Computer and Mathematical Occupations,3
135,Computer Systems Analysts,detailed,505150,1,102210,0.5,Computer and Mathematical Occupations,3
136,Information Security Analysts,detailed,157220,2,113270,0.6,Computer and Mathematical Occupations,3
137,Computer and Information Research Scientists,broad,30840,3.8,142650,1.7,Computer and Mathematical Occupations,3
138,Computer and Information Research Scientists,detailed,30840,3.8,142650,1.7,Computer and Mathematical Occupations,3
139,Computer Support Specialists,broad,830510,0.8,60550,0.4,Computer and Mathematical Occupations,3
140,Computer Network Support Specialists,detailed,176200,1.8,71350,0.7,Computer and Mathematical Occupations,3
141,Computer User Support Specialists,detailed,654310,0.8,57650,0.4,Computer and Mathematical Occupations,3
142,Database and Network Administrators and Architects,broad,621900,1.1,102440,0.8,Computer and Mathematical Occupations,3
143,Computer Network Architects,detailed,168830,1.4,120650,0.7,Computer and Mathematical Occupations,3
144,Database Administrators,detailed,85870,1.5,96550,0.9,Computer and Mathematical Occupations,3
145,Database Architects,detailed,50440,5.5,121840,2.5,Computer and Mathematical Occupations,3
146,Network and Computer Systems Administrators,detailed,316760,1.1,91250,0.8,Computer and Mathematical Occupations,3
147,"Software and Web Developers, Programmers, and Testers",broad,1874100,0.6,113720,0.4,Computer and Mathematical Occupations,3
148,Computer Programmers,detailed,152610,2,96650,1.1,Computer and Mathematical Occupations,3
149,Software Developers,detailed,1364180,0.7,120990,0.4,Computer and Mathematical Occupations,3
150,Software Quality Assurance Analysts and Testers,detailed,190120,1.7,97710,0.7,Computer and Mathematical Occupations,3
151,Web Developers,detailed,84820,2.7,81320,1.1,Computer and Mathematical Occupations,3
152,Web and Digital Interface Designers,detailed,82380,2.8,95460,2.3,Computer and Mathematical Occupations,3
153,Miscellaneous Computer Occupations,broad,370190,1.2,98180,0.7,Computer and Mathematical Occupations,3
154,"Computer Occupations, All Other",detailed,370190,1.2,98180,0.7,Computer and Mathematical Occupations,3
155,Mathematical Science Occupations,minor,264840,1.8,103800,0.9,Computer and Mathematical Occupations,3
156,Actuaries,broad,23040,4.1,125300,2.4,Computer and Mathematical Occupations,3
157,Actuaries,detailed,23040,4.1,125300,2.4,Computer and Mathematical Occupations,3
158,Mathematicians,broad,1770,2.8,112430,1.1,Computer and Mathematical Occupations,3
159,Mathematicians,detailed,1770,2.8,112430,1.1,Computer and Mathematical Occupations,3
160,Operations Research Analysts,broad,98700,3.2,95830,2.1,Computer and Mathematical Occupations,3
161,Operations Research Analysts,detailed,98700,3.2,95830,2.1,Computer and Mathematical Occupations,3
162,Statisticians,broad,31370,3,99450,1.1,Computer and Mathematical Occupations,3
163,Statisticians,detailed,31370,3,99450,1.1,Computer and Mathematical Occupations,3
164,Data Scientists,broad,105980,2.4,108660,1.1,Computer and Mathematical Occupations,3
165,Data Scientists,detailed,105980,2.4,108660,1.1,Computer and Mathematical Occupations,3
166,Miscellaneous Mathematical Science Occupations,broad,3970,6.1,77960,2.3,Computer and Mathematical Occupations,3
167,"Mathematical Science Occupations, All Other",detailed,3970,6.1,77960,2.3,Computer and Mathematical Occupations,3
168,Architecture and Engineering Occupations,major,2436520,0.3,91740,0.3,Architecture and Engineering Occupations,4
169,"Architects, Surveyors, and Cartographers",minor,176840,1.2,82880,0.7,Architecture and Engineering Occupations,4
170,"Architects, Except Naval",broad,117830,1.3,89400,0.8,Architecture and Engineering Occupations,4
171,"Architects, Except Landscape and Naval",detailed,100400,1.5,91900,0.9,Architecture and Engineering Occupations,4
172,Landscape Architects,detailed,17430,4,74980,1.3,Architecture and Engineering Occupations,4
173,"Surveyors, Cartographers, and Photogrammetrists",broad,59000,2.2,69870,1,Architecture and Engineering Occupations,4
174,Cartographers and Photogrammetrists,detailed,12610,3,73510,1.1,Architecture and Engineering Occupations,4
175,Surveyors,detailed,46390,2.8,68880,1.3,Architecture and Engineering Occupations,4
176,Engineers,minor,1631080,0.5,104000,0.3,Architecture and Engineering Occupations,4
177,Aerospace Engineers,broad,56640,2.6,122970,0.7,Architecture and Engineering Occupations,4
178,Aerospace Engineers,detailed,56640,2.6,122970,0.7,Architecture and Engineering Occupations,4
179,Agricultural Engineers,broad,1120,6.8,87350,2.3,Architecture and Engineering Occupations,4
180,Agricultural Engineers,detailed,1120,6.8,87350,2.3,Architecture and Engineering Occupations,4
181,Bioengineers and Biomedical Engineers,broad,17190,4.8,101020,4.3,Architecture and Engineering Occupations,4
182,Bioengineers and Biomedical Engineers,detailed,17190,4.8,101020,4.3,Architecture and Engineering Occupations,4
183,Chemical Engineers,broad,24180,3.3,121840,3.6,Architecture and Engineering Occupations,4
184,Chemical Engineers,detailed,24180,3.3,121840,3.6,Architecture and Engineering Occupations,4
185,Civil Engineers,broad,304310,1.3,95490,0.5,Architecture and Engineering Occupations,4
186,Civil Engineers,detailed,304310,1.3,95490,0.5,Architecture and Engineering Occupations,4
187,Computer Hardware Engineers,broad,73750,2,136230,0.9,Architecture and Engineering Occupations,4
188,Computer Hardware Engineers,detailed,73750,2,136230,0.9,Architecture and Engineering Occupations,4
189,Electrical and Electronics Engineers,broad,293190,1.1,110670,0.4,Architecture and Engineering Occupations,4
190,Electrical Engineers,detailed,186020,1.4,107890,0.5,Architecture and Engineering Occupations,4
191,"Electronics Engineers, Except Computer",detailed,107170,1.4,115490,0.5,Architecture and Engineering Occupations,4
192,Environmental Engineers,broad,42660,2.6,100220,1.2,Architecture and Engineering Occupations,4
193,Environmental Engineers,detailed,42660,2.6,100220,1.2,Architecture and Engineering Occupations,4
194,"Industrial Engineers, Including Health and Safety",broad,316820,0.9,95520,0.4,Architecture and Engineering Occupations,4
195,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,22870,4,99700,0.9,Architecture and Engineering Occupations,4
196,Industrial Engineers,detailed,293950,0.9,95200,0.4,Architecture and Engineering Occupations,4
197,Marine Engineers and Naval Architects,broad,7380,8.9,97820,3.9,Architecture and Engineering Occupations,4
198,Marine Engineers and Naval Architects,detailed,7380,8.9,97820,3.9,Architecture and Engineering Occupations,4
199,Materials Engineers,broad,21530,2.7,101950,0.8,Architecture and Engineering Occupations,4
200,Materials Engineers,detailed,21530,2.7,101950,0.8,Architecture and Engineering Occupations,4
201,Mechanical Engineers,broad,278240,1,97000,0.6,Architecture and Engineering Occupations,4
202,Mechanical Engineers,detailed,278240,1,97000,0.6,Architecture and Engineering Occupations,4
203,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,7370,3.7,100450,1.1,Architecture and Engineering Occupations,4
204,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,7370,3.7,100450,1.1,Architecture and Engineering Occupations,4
205,Nuclear Engineers,broad,12670,5.1,121760,2.3,Architecture and Engineering Occupations,4
206,Nuclear Engineers,detailed,12670,5.1,121760,2.3,Architecture and Engineering Occupations,4
207,Petroleum Engineers,broad,22100,4.2,145720,1.3,Architecture and Engineering Occupations,4
208,Petroleum Engineers,detailed,22100,4.2,145720,1.3,Architecture and Engineering Occupations,4
209,Miscellaneous Engineers,broad,151940,1.6,107800,0.6,Architecture and Engineering Occupations,4
210,"Engineers, All Other",detailed,151940,1.6,107800,0.6,Architecture and Engineering Occupations,4
211,"Drafters, Engineering Technicians, and Mapping Technicians",minor,628600,0.7,62420,0.3,Architecture and Engineering Occupations,4
212,Drafters,broad,185200,1.2,61680,0.4,Architecture and Engineering Occupations,4
213,Architectural and Civil Drafters,detailed,101310,1.7,60620,0.6,Architecture and Engineering Occupations,4
214,Electrical and Electronics Drafters,detailed,20830,3.7,67090,1.2,Architecture and Engineering Occupations,4
215,Mechanical Drafters,detailed,47760,1.9,62650,0.7,Architecture and Engineering Occupations,4
216,"Drafters, All Other",detailed,15300,3.7,58330,1.2,Architecture and Engineering Occupations,4
217,"Engineering Technologists and Technicians, Except Drafters",broad,387330,0.8,64600,0.4,Architecture and Engineering Occupations,4
218,Aerospace Engineering and Operations Technologists and Technicians,detailed,10900,5.1,73510,1.7,Architecture and Engineering Occupations,4
219,Civil Engineering Technologists and Technicians,detailed,64170,1.9,58000,0.8,Architecture and Engineering Occupations,4
220,Electrical and Electronic Engineering Technologists and Technicians,detailed,101450,1.4,69070,0.5,Architecture and Engineering Occupations,4
221,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,11590,4.6,63880,1.4,Architecture and Engineering Occupations,4
222,Environmental Engineering Technologists and Technicians,detailed,14910,5.5,56590,1.5,Architecture and Engineering Occupations,4
223,Industrial Engineering Technologists and Technicians,detailed,62030,2,61230,0.5,Architecture and Engineering Occupations,4
224,Mechanical Engineering Technologists and Technicians,detailed,40180,2.2,63390,0.6,Architecture and Engineering Occupations,4
225,Calibration Technologists and Technicians,detailed,8500,4.9,62800,1.4,Architecture and Engineering Occupations,4
226,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,73600,1.8,68290,0.6,Architecture and Engineering Occupations,4
227,Surveying and Mapping Technicians,broad,56070,2.7,49810,0.9,Architecture and Engineering Occupations,4
228,Surveying and Mapping Technicians,detailed,56070,2.7,49810,0.9,Architecture and Engineering Occupations,4
229,"Life, Physical, and Social Science Occupations",major,1273640,0.5,80730,0.5,"Life, Physical, and Social Science Occupations",5
230,Life Scientists,minor,304980,1.2,93190,0.7,"Life, Physical, and Social Science Occupations",5
231,Agricultural and Food Scientists,broad,31920,3,79970,1.4,"Life, Physical, and Social Science Occupations",5
232,Animal Scientists,detailed,2790,7.1,80390,7.2,"Life, Physical, and Social Science Occupations",5
233,Food Scientists and Technologists,detailed,13510,4.8,84150,2,"Life, Physical, and Social Science Occupations",5
234,Soil and Plant Scientists,detailed,15610,4.8,76290,2,"Life, Physical, and Social Science Occupations",5
235,Biological Scientists,broad,117460,2.6,93970,1.1,"Life, Physical, and Social Science Occupations",5
236,Biochemists and Biophysicists,detailed,35050,6.7,113460,2.2,"Life, Physical, and Social Science Occupations",5
237,Microbiologists,detailed,19430,3.9,87820,1.4,"Life, Physical, and Social Science Occupations",5
238,Zoologists and Wildlife Biologists,detailed,15930,3.1,70300,0.6,"Life, Physical, and Social Science Occupations",5
239,"Biological Scientists, All Other",detailed,47050,3,90010,1.1,"Life, Physical, and Social Science Occupations",5
240,Conservation Scientists and Foresters,broad,32040,2.1,68080,0.9,"Life, Physical, and Social Science Occupations",5
241,Conservation Scientists,detailed,22550,2,68230,0.8,"Life, Physical, and Social Science Occupations",5
242,Foresters,detailed,9500,5.6,67710,2,"Life, Physical, and Social Science Occupations",5
243,Medical Scientists,broad,116740,1.6,102830,0.9,"Life, Physical, and Social Science Occupations",5
244,Epidemiologists,detailed,8180,2.2,86740,1.2,"Life, Physical, and Social Science Occupations",5
245,"Medical Scientists, Except Epidemiologists",detailed,108550,1.7,104050,0.9,"Life, Physical, and Social Science Occupations",5
246,Miscellaneous Life Scientists,broad,6820,6.6,94430,3.9,"Life, Physical, and Social Science Occupations",5
247,"Life Scientists, All Other",detailed,6820,6.6,94430,3.9,"Life, Physical, and Social Science Occupations",5
248,Physical Scientists,minor,244340,1,96340,0.6,"Life, Physical, and Social Science Occupations",5
249,Astronomers and Physicists,broad,21950,4.3,150510,0.7,"Life, Physical, and Social Science Occupations",5
250,Astronomers,detailed,1930,16.4,139410,2.8,"Life, Physical, and Social Science Occupations",5
251,Physicists,detailed,20020,4.4,151580,0.7,"Life, Physical, and Social Science Occupations",5
252,Atmospheric and Space Scientists,broad,8520,3.5,96880,1.5,"Life, Physical, and Social Science Occupations",5
253,Atmospheric and Space Scientists,detailed,8520,3.5,96880,1.5,"Life, Physical, and Social Science Occupations",5
254,Chemists and Materials Scientists,broad,87290,1.8,90330,0.7,"Life, Physical, and Social Science Occupations",5
255,Chemists,detailed,80600,1.9,89130,0.7,"Life, Physical, and Social Science Occupations",5
256,Materials Scientists,detailed,6690,5.9,104790,1.7,"Life, Physical, and Social Science Occupations",5
257,Environmental Scientists and Geoscientists,broad,106910,1.5,86980,0.8,"Life, Physical, and Social Science Occupations",5
258,"Environmental Scientists and Specialists, Including Health",detailed,76890,1.5,81240,0.9,"Life, Physical, and Social Science Occupations",5
259,"Geoscientists, Except Hydrologists and Geographers",detailed,23620,3.2,103550,1.4,"Life, Physical, and Social Science Occupations",5
260,Hydrologists,detailed,6390,5.5,94780,2.3,"Life, Physical, and Social Science Occupations",5
261,Miscellaneous Physical Scientists,broad,19680,2,113220,0.8,"Life, Physical, and Social Science Occupations",5
262,"Physical Scientists, All Other",detailed,19680,2,113220,0.8,"Life, Physical, and Social Science Occupations",5
263,Social Scientists and Related Workers,minor,246680,0.9,90810,0.8,"Life, Physical, and Social Science Occupations",5
264,Economists,broad,15640,4.5,120830,1.7,"Life, Physical, and Social Science Occupations",5
265,Economists,detailed,15640,4.5,120830,1.7,"Life, Physical, and Social Science Occupations",5
266,Survey Researchers,broad,8850,5.3,64690,3.7,"Life, Physical, and Social Science Occupations",5
267,Survey Researchers,detailed,8850,5.3,64690,3.7,"Life, Physical, and Social Science Occupations",5
268,Psychologists,broad,129620,1.5,92100,1.1,"Life, Physical, and Social Science Occupations",5
269,Industrial-Organizational Psychologists,detailed,610,6.4,113320,1.9,"Life, Physical, and Social Science Occupations",5
270,Clinical and Counseling Psychologists,detailed,58100,2.6,99640,1.9,"Life, Physical, and Social Science Occupations",5
271,School Psychologists,detailed,57110,2.1,82770,0.8,"Life, Physical, and Social Science Occupations",5
272,"Psychologists, All Other",detailed,13800,3.4,98010,1.4,"Life, Physical, and Social Science Occupations",5
273,Sociologists,broad,2640,11.9,96260,1.6,"Life, Physical, and Social Science Occupations",5
274,Sociologists,detailed,2640,11.9,96260,1.6,"Life, Physical, and Social Science Occupations",5
275,Urban and Regional Planners,broad,38940,1.7,81310,1.1,"Life, Physical, and Social Science Occupations",5
276,Urban and Regional Planners,detailed,38940,1.7,81310,1.1,"Life, Physical, and Social Science Occupations",5
277,Miscellaneous Social Scientists and Related Workers,broad,50990,1.9,89840,0.6,"Life, Physical, and Social Science Occupations",5
278,Anthropologists and Archeologists,detailed,6650,8.7,66800,1.7,"Life, Physical, and Social Science Occupations",5
279,Geographers,detailed,1440,4.7,86740,1.3,"Life, Physical, and Social Science Occupations",5
280,Historians,detailed,2910,5.1,72130,1.3,"Life, Physical, and Social Science Occupations",5
281,Political Scientists,detailed,5650,5.7,120430,1.6,"Life, Physical, and Social Science Occupations",5
282,"Social Scientists and Related Workers, All Other",detailed,34330,1.6,90900,0.7,"Life, Physical, and Social Science Occupations",5
283,"Life, Physical, and Social Science Technicians",minor,349540,0.8,53890,0.5,"Life, Physical, and Social Science Occupations",5
284,Agricultural and Food Science Technicians,broad,25090,2.4,46240,0.7,"Life, Physical, and Social Science Occupations",5
285,Agricultural Technicians,detailed,13560,3.9,44850,1,"Life, Physical, and Social Science Occupations",5
286,Food Science Technicians,detailed,11530,2.6,47870,0.9,"Life, Physical, and Social Science Occupations",5
287,Biological Technicians,broad,76150,1.9,51770,0.7,"Life, Physical, and Social Science Occupations",5
288,Biological Technicians,detailed,76150,1.9,51770,0.7,"Life, Physical, and Social Science Occupations",5
289,Chemical Technicians,broad,57690,1.7,55040,0.7,"Life, Physical, and Social Science Occupations",5
290,Chemical Technicians,detailed,57690,1.7,55040,0.7,"Life, Physical, and Social Science Occupations",5
291,Environmental Science and Geoscience Technicians,broad,46860,2.6,53830,1.1,"Life, Physical, and Social Science Occupations",5
292,"Environmental Science and Protection Technicians, Including Health",detailed,34110,3.1,50550,1,"Life, Physical, and Social Science Occupations",5
293,"Geological Technicians, Except Hydrologic Technicians",detailed,9210,6.4,59080,2.5,"Life, Physical, and Social Science Occupations",5
294,Hydrologic Technicians,detailed,3550,4.7,71760,2.6,"Life, Physical, and Social Science Occupations",5
295,Nuclear Technicians,broad,5360,4,95200,1.1,"Life, Physical, and Social Science Occupations",5
296,Nuclear Technicians,detailed,5360,4,95200,1.1,"Life, Physical, and Social Science Occupations",5
297,Social Science Research Assistants,broad,28690,1.9,56430,0.9,"Life, Physical, and Social Science Occupations",5
298,Social Science Research Assistants,detailed,28690,1.9,56430,0.9,"Life, Physical, and Social Science Occupations",5
